FechaCierre,Descripcion,Estado,CodigoTipo,TipoConvocatoria,MontoEstimado,Modalidad,EmailResponsablePago,Comprador.NombreOrganismo,Comprador.NombreUnidad,Comprador.ComunaUnidad,Comprador.RegionUnidad,Comprador.NombreUsuario,Comprador.CargoUsuario
2025-10-13 16:30:00,CONVENIO DE SUMINISTRO DE AGUJAS KIRSCHNER PARA SERVICIO DE TRAUMATOLOGÍA POR 48 MESES PARA HOSPITAL DEL SALVADOR.,,,,,,,,,,,,
2025-11-03 17:00:00,Servicio de horas de personal profesional de Apoyo para el Departamento de Informática del Hospital del Salvador,,,,,,,,,,,,
2025-10-15 10:00:00,ADQUISICIÓN DE ARTÍCULOS DE FERRETERIA,,,,,,,,,,,,
2025-10-09 12:00:00,Servicios de Personal de Enfermería y Kinesiología,,,,,,,,,,,,
2025-10-23 15:00:00,SERVICIOS CR PABELLON Y ESTERILIZACIÓN Y OTROS,,,,,,,,,,,,
2025-10-23 15:00:00,SERVICIOS CLINICOS CR PACIENTE CRITICO,,,,,,,,,,,,
2025-10-20 15:00:00,SERVICIO DE EXAMENES RADIOLOGICOS DE SERIOGRAFIA,,,,,,,,,,,,
2025-10-21 15:00:00,INSUMOS PARA EXAMENES DE NIVELES PLASMATICOS,,,,,,,,,,,,
2025-10-23 15:00:00,SUMINISTRO DE FILTROS PANEL DESECHABLE HEPA Y TER,,,,,,,,,,,,
2025-10-14 15:00:00,MANTENCION SOFTWARE SYSLAB Y SYSPATH,,,,,,,,,,,,
2025-10-07 15:00:00,SUMINISTRO DE KITS DE TROCARES CON BALÓN DE FIJACIÓN AVANZADA,,,,,,,,,,,,
2025-10-06 15:00:00,MANT PREV. Y CORREC. DE PLANTAS DE  TTO DE AGUAS,,,,,,,,,,,,
2025-10-07 15:00:00,SERVICIO DE CONTROL DE PLAGAS PARA EL HOSPITAL,,,,,,,,,,,,
2025-10-06 15:00:00,SERVICIO DE ANÁLISIS MICROBIOLÓGICO PARA SEDILE,,,,,,,,,,,,
2025-10-23 15:00:00,SUM SETS DE CANULAS ALTO FLUJO COMP EQ AIRVO,,,,,,,,,,,,
2025-10-14 16:00:00,SUMINISTRO DE BAJADAS DE INFUSIÓN FOTOPROTECTORA PARA NUTRICION PARENTERAL CON EQUIPO ASOCIADO EN CALIDAD DE COMODATO PARA EL HOSPITAL DR. EXEQUIEL GONZÁLEZ CORTÉS.,,,,,,,,,,,,
2025-10-09 16:00:00,ADQUISICIÓN DE ÓPTICAS CON CABLES DE FIBRA ADAPTA,,,,,,,,,,,,
2025-10-20 16:00:00,SUMINISTRO DE INSUMOS PARA CIRUGÍA DE ESCOLIOSIS,,,,,,,,,,,,
2025-10-22 16:00:00,SUMINISTRO DE INSUMOS PARA PERÓXIDO CON EQUIPAMIENTO EN COMODATO PARA EL HOSPITAL DR. EXEQUIEL GONZÁLEZ CORTÉS,,,,,,,,,,,,
2025-10-22 16:00:00,INSUMOS PARA EXÁMENES DE GASES Y ELECTROLITOS,,,,,,,,,,,,
2025-10-13 16:00:00,MANTENIMIENTO DE EQUIPOS DE IMPULSIÓN DE AGUA,,,,,,,,,,,,
2025-10-22 16:00:00,CONTRATACIÓN DE SERVICIO DE MANTENIMIENTO DE PUERTA AUTOMÁTICAS PARA EL HOSPITAL DR. EXEQUIEL GONZÁLEZ CORTÉS.,,,,,,,,,,,,
2025-10-06 16:00:00,CONTRATACIÓN DE HORAS MÉDICAS HDLC,,,,,,,,,,,,
2025-10-10 18:37:00,ARRIENDO SISTEMA RIS PACS PARA HSLBP,,,,,,,,,,,,
2025-10-09 16:00:00,CONVENIO SUMINISTRO CONTINUO KIT VPH,,,,,,,,,,,,
2025-10-06 16:00:00,“ACCESIBILIDAD UNIVERSAL D.S.S.M.S.” ,,,,,,,,,,,,
2025-10-06 15:00:00,Habilitación Area Administrativa ex CRS La Florida,,,,,,,,,,,,
2025-10-13 15:01:00,SERVICIOS MANTENCION JARDINES Y AREAS VERDES,,,,,,,,,,,,
2025-10-17 16:30:00,SERVICIO ANÁLISIS AGUA POTABLE Y HEMODIÁLISIS,,,,,,,,,,,,
2025-10-06 15:30:00,Convenio sensor glucosa con equipo en comodato,,,,,,,,,,,,
2025-10-13 15:01:00,COMPRAS EXTRAS REACTIVOS E INSUMOS 3° TRIMESTRE 2025 [7],,,,,,,,,,,,
2025-10-15 13:19:00,CONVENIO BRAZALETES E IMPRESORAS EN COMODATO,,,,,,,,,,,,
2025-10-06 15:01:00,CONVENIO MASCARILLAS Y ACCESORIOS II,,,,,,,,,,,,
2025-10-09 15:30:00,Convenio insumos pabellón oftalmología por 36 meses,,,,,,,,,,,,
2025-10-06 15:01:00,CONVENIO INSUMOS NEUROCIRUGIA ,,,,,,,,,,,,
2025-10-14 16:23:00,ARRIENDO DE EQUIPOS DE ONDAS DE PRESION RADIAL Y ONDAS COMBINADAS POR 12 MESES ,,,,,,,,,,,,
2025-10-22 17:00:00,SERVICIOS EXAMENES DE ANATOMÍA PATOLÓGICA HOSP. DR. SOTERO DEL RÍO,,,,,,,,,,,,
2025-10-23 17:00:00,SERVICIOS MÉDICOS QUIRURGICOS Y PROCED. VASCULARES,,,,,,,,,,,,
2025-10-06 15:01:00,CONVENIO INSUMOS NEUROCIRUGIA II,,,,,,,,,,,,
2025-10-10 15:01:00,CONVENIO PASADOR DE CATETER ,,,,,,,,,,,,
2025-10-27 17:00:00,SERV. CIRUGÍAS DE COLUMNA CRÁNEO Y NERVIO PERIF.,,,,,,,,,,,,
2025-10-14 17:29:00,SISTEMA PARA CONTROL DE ACCESO PABELLÓN CENTRAL ,,,,,,,,,,,,
2025-10-22 17:00:00,SERVICIOS NEUROQUIRÚRGICOS TUMORES HIPOFISIARIOS,,,,,,,,,,,,
2025-10-20 17:00:00,SERVICIOS DE TRATAMIENTO INTEGRAL DE RADIOTERAPIAS,,,,,,,,,,,,
2025-10-23 17:00:00,SERVICIOS PROFESIONALES MÉDICOS ESPECIALIZADOS EN CIRUGÍAS DE MARCAPASOS,,,,,,,,,,,,
2025-10-06 15:01:00,CONVENIO EQUIPO DE PIE AUMENTO DE LIGAMENTO,,,,,,,,,,,,
2025-10-20 16:40:00,ESTERILIZACIÓN INSTRUMENTAL Y ROPA QUIRÚRGICA,,,,,,,,,,,,
2025-10-06 19:56:00,Convenio de Cajas o sistemas Maxilofacial SISTEMA DE FRACTURA Y RECONSTRUCCION 2.3mm,,,,,,,,,,,,
2025-10-06 17:27:00,Convenio de Cajas o sistemas Maxilofacial SISTEMA 2.3 MM STANDARD,,,,,,,,,,,,
2025-10-13 17:00:00,MEJORAS RECINTO DE ESTERILIZACIÓN HSR,,,,,,,,,,,,
2025-10-13 17:00:00,CONVENIO CORREAS DE PAVLIK I ,,,,,,,,,,,,
2025-10-20 15:00:00,ARRIENDO MÓDULOS HSR CONV. LABORAL Y CARABINEROS,,,,,,,,,,,,
2025-10-06 15:01:00,PROGRAMACIÓN Y REPOSICIÓN REACTIVOS E INSUMOS HASTA OCTUBRE 2025,,,,,,,,,,,,
2025-10-06 15:01:00,PROGRAMACIÓN Y REPOSICIÓN REACTIVOS E INSUMOS HASTA OCTUBRE 2025 [2],,,,,,,,,,,,
2025-10-06 15:01:00,PROGRAMACIÓN Y REPOSICIÓN REACTIVOS E INSUMOS HASTA OCTUBRE 2025 [3],,,,,,,,,,,,
2025-10-06 17:00:00,Contratación del Servicio de Mantención e Instalación de Redes de Voz Datos y Video para el Hospital Padre Alberto Hurtado,,,,,,,,,,,,
2025-10-20 16:00:00,Adquisición de Kit Tornillos Canulado Rosca Completa por Convenio de Suministro para el Hospital Padre Alberto Hurtado,,,,,,,,,,,,
2025-11-03 17:30:00,Servicio de traslado de pacientes en Ambulancia,,,,,,,,,,,,
2025-10-23 16:30:00,Adquisición de Prótesis Estándar para la Reconstrucción Total de la Articulación Temporomandibular ATM por Convenio de Suministro en Modalidad de Tránsito para el Hospital Padre Alberto Hurtado,,,,,,,,,,,,
2025-10-06 17:00:00,CONVENIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE AMBULANCIAS Y MINIBUSES SERVICIO DE SALUD ÑUBLE”,,,,,,,,,,,,
2025-10-20 17:00:00,CONVENIO DE TRANSPORTE DE COMPONENTES SANGUÍNEOS E INSUMOS ASOCIADOS SERVICIO DE SALUD ÑUBLE.”,,,,,,,,,,,,
2025-10-09 09:00:00,“CONVENIO DE BRAZALETES TÉRMICOS PARA IDENTIFICACIÓN DE PACIENTES CON IMPRESORAS EN COMODATO” brd,,,,,,,,,,,,
2025-10-06 15:00:00,CONVENIO EXÁMENES RESONANCIAS MAGNÉTICAS SIN ANESTESIA fzv,,,,,,,,,,,,
2025-10-10 09:00:00,CONVENIO EXÁMENES DE RESONANCIA MAGNÉTICA CON ANESTESIA” brd,,,,,,,,,,,,
2025-10-13 15:01:00,ADQUISICIÓN DE EQUIPAMIENTO PROYECTO MEL 2025 lbl,,,,,,,,,,,,
2025-10-13 15:01:00,CONVENIO DE MANTENCION PREVENTIVA Y CORRECTIVA DE CAMAS ELECTRICAS Y MESAS QUIRURGICAS,,,,,,,,,,,,
2025-10-13 15:01:00,“CONVENIO PROVEEDURÍA DE INSUMOS TRAUMATOLÓGICOS FÉMUR PROXIMAL Y DISTAL”  brd,,,,,,,,,,,,
2025-10-13 15:01:00,CONVENIO POR FABRICACIÓN Y REPARACIÓN DE PARTES Y PIEZAS INDUSTRIALES fpa,,,,,,,,,,,,
2025-10-13 15:01:00,CONVENIO DE MANTENIMIENTO PREVENTIVO DE SISTEMA HIDROPACK Nº1 N°2 N°3,,,,,,,,,,,,
2025-10-13 15:01:00,CONVENIO SERVICIO DE TRANSPORTE DE GASES CLÍNICOS,,,,,,,,,,,,
2025-10-07 17:00:00,COMPRA SERVICIOS DE RESONANCIA NUCLEAR MAGNÉTICA PARA HOSPITAL DE SAN CARLOS DR. BENICIO ARZOLA MEDINA,,,,,,,,,,,,
2025-10-10 09:30:00,CONVENIO DE SUMINISTRO MATERIAL IMPRESO Y TIMBRES,,,,,,,,,,,,
2025-10-09 15:00:00,ADQUISICION VESTUARIO INSTITUCIONAL AUXILIARES SSO 2° LLAMADO,,,,,,,,,,,,
2025-10-14 15:00:00,ARRIENDO DE 159 EQUIPOS COMPUTACIONALES AIO,,,,,,,,,,,,
2025-10-06 15:00:00,Convenio Servicios de Mantención de Equipos Críticos de Establecimientos dependientes del SSO Periodo 2026 - 2027,,,,,,,,,,,,
2025-10-06 15:10:00,CONVENIO DE SUMINISTRO DE SERVICIO DE OXIGENOTERAPIA DOMICILIARIA PARA USUARIOS INGRESADOS AL PROGRAMA CUIDADOS PALIATIVOS UNIVERSALES APS SERVICIO DE SALUD OSORNO,,,,,,,,,,,,
2025-10-06 15:10:00,ADQUISICION DE KITS PARA DETECCION DE VIRUS Y BACTERIAS RESPIRATORIAS POR METODO MOLECULAR RAPIDO POC MOLECULAR.,,,,,,,,,,,,
2025-10-13 15:01:00,Convenio Servicios de Mantención de Autoclaves y Planta de Tratamiento Agua de establecimientos dependientes del SSO periodo 2026 - 2027 ,,,,,,,,,,,,
2025-10-21 15:00:00,Convenio Servicios de Mantención de Grupos Electrógenos de Establecimientos dependientes del SSO periodo 2026 - 2027,,,,,,,,,,,,
2025-10-09 21:26:00,Adquisicion servicio de confirmacion de citas para Usuarios ,,,,,,,,,,,,
2025-10-10 16:00:00,CONVENIO DE LABORTORIOS RED SSDR,,,,,,,,,,,,
2025-10-09 17:00:00,SERVICIO DE CLIMATIZACION Y REFRIGERACION SAMU,,,,,,,,,,,,
2025-10-06 16:00:00,BOMBA DE INFUSION CONTINUA CESFAM ALERCE,,,,,,,,,,,,
2025-10-13 16:00:00,ADQUISICIÓN ENDOSCOPIOS PLAN NACIONAL DEL CANCER,,,,,,,,,,,,
2025-10-06 15:00:00,MANTENIMIENTO Y REPARACIÓN DE CUBIERTAS HOSPITAL PUERTO MONTT SOLIC 21.,,,,,,,,,,,,
2025-10-06 15:00:00,CONVENIO DE SUMINISTRO DE BAJADAS CON EQUIPO EN COMODATO DE BOMBA DE ALIMENTACION ENTERAL HOSPITAL DE PUERTO MONTT,,,,,,,,,,,,
2025-10-06 15:00:00,Servicio de exámenes de medicina nuclear,,,,,,,,,,,,
2025-10-06 15:00:00,Suministro de Circuitos de Ventilación Mecánica,,,,,,,,,,,,
2025-10-10 15:00:00,CS Insumos para Control Pacientes Diabetes Tipo 2,,,,,,,,,,,,
2025-10-13 15:01:00,Convenio de suministro de insumos para el soporte nutricional de alimentación enteral HPM,,,,,,,,,,,,
2025-10-06 15:00:00,CS Anticuerpos para Anatomía Patología HPM,,,,,,,,,,,,
2025-10-15 15:00:00,Insumos Monitorización Presión Arterial Invasiva,,,,,,,,,,,,
2025-10-06 15:00:00,CS Reactivos para Citometría de Flujo HPM,,,,,,,,,,,,
2025-10-16 15:00:00,ADQUISICION  SERV. DE TRANSPORTE PASAJEROS EN BUS,,,,,,,,,,,,
2025-10-15 15:00:00,CONVENIO SUMINISTRO DE INSUMOS DE ONCOLOGIA HPM,,,,,,,,,,,,
2025-10-16 15:00:00,CONVENIO SUMINISTROS DE MAQUINA DE ANESTESIA HPM,,,,,,,,,,,,
2025-10-16 15:00:00,Convenio de Suministros Pediátricos,,,,,,,,,,,,
2025-10-21 15:00:00,INSUMOS ASOCIADOS CON EQ COMODATO DE NORMOTERMIA,,,,,,,,,,,,
2025-10-21 15:00:00,CS cintas medición protrombinemia HPM,,,,,,,,,,,,
2025-10-06 17:33:00,PNS CONVENIO MANTENIMIENTO UPS Y ESTABLIZADORES DE VOLTAJE,,,,,,,,,,,,
2025-10-13 16:23:00,CONVENIO DE  MANTENIMIENTO PREVENTIVO CORRECTIVO Y LLAMADOS DE EMERGENCIA DE  SISTEMA DE AUDIO Y VOCEO AMBIENTAL DEL HOSPITAL PENCO LIRQUEN ,,,,,,,,,,,,
2025-11-03 17:00:00,NUEVO LLAMADO PARA LA CONTRATACIÓN DE SERVICIOS PARA CONVENIO CAMAS BASICAS Y MEDIAS MEDICO QUIRURGICA PARA PACIENTES DERIVADOS DE LA RED DEL SST,,,,,,,,,,,,
2025-10-06 15:00:00,SERVICIO DE CAPACITACIÓN PARA CUIDADORAS DE TRATO DIRECTO EN HOGARES Y RESIDENCIAS PROTEGIDAS DE SALUD MENTAL DE LA JURISDICCIÓN DEL SERVICIO DE SALUD TALCAHUANO,,,,,,,,,,,,
2025-10-13 16:00:00,MONITOREO EN LÍNEA DE TEMPERATURA Y HUMEDAD,,,,,,,,,,,,
2025-10-06 16:00:00,SEGUNDO LLAMADO ADQUISICION E INSTALACION DE CARPA RETRACTIL DE TERRAZA EXTERIOR PARA EL SST,,,,,,,,,,,,
2025-10-10 15:30:00,ADQUISICIÓN DE INSUMOS DENTALES 2025,,,,,,,,,,,,
2025-10-23 15:00:00,NEUTRALIZACIÓN Y ELIMINACIÓN SUSTANCIAS PELIGROSAS,,,,,,,,,,,,
2025-10-13 15:30:00,Suministro de Pan,,,,,,,,,,,,
2025-10-08 15:00:00,CONTRATACIÓN DE SERVICIOS MÉDICOS “SIN ESPECIALIDAD” PARA CUBRIR TURNOS DE C.R. EMERGENCIA DE HOSPITAL LAS HIGUERAS,,,,,,,,,,,,
2025-10-09 15:00:00,COMPRA POR SUMINISTRO DE INSUMOS CLÍNICOS PARA  TERAPIA DE PRESIÓN NEGATIVA,,,,,,,,,,,,
2025-10-20 15:01:00,Contratación de Servicios en el extrasistema para la toma e informe de examen PET – CT de pacientes de H.H.T.,,,,,,,,,,,,
2025-10-20 15:01:00,SERVICIO DE ADMINISTRACIÓN TARJETA DE ALIMENTACIÓN PARA LOS FUNCIONARIOS DEL HOSPITAL LAS HIGUERAS DE TALCAHUANO,,,,,,,,,,,,
2025-10-06 15:00:00,CONTRATACIÓN DE SERVICIOS PARA CURSOS DE CAPACITACIÓN DE MÚLTIPLES DISCIPLINAS Y CONTENIDOS SEGUNDO SEMESTRE,,,,,,,,,,,,
2025-10-06 15:00:00,CONTRATACIÓN DE SERVICIOS DE MANTENCIÓN PREVENTIVA DE MICROSCOPIOS,,,,,,,,,,,,
2025-10-06 15:00:00,CONTRATACIÓN DE SERVICIOS DE MANTENCIÓN PREVENTIVA DE ESTANQUES DE AGUA POTABLE DEL HOSPITAL LAS HIGUERAS,,,,,,,,,,,,
2025-10-06 15:00:00,CONTRATACIÓN DE SERVICIOS DE MANTENCIÓN PREVENTIVA DE ECOGRAFOS Y ECOCARDIOGRAFOS,,,,,,,,,,,,
2025-10-06 15:00:00,CONTRATACIÓN DE SERVICIOS DE MANTENCIÓN PREVENTIVA Y CORRECTIVA DE EQUIPO SECADORA DEL HOSPITAL LAS HIGUERAS TALCAHUANO,,,,,,,,,,,,
2025-10-06 15:00:00,Compra de Desfibriladores Resincronización Cardiaca,,,,,,,,,,,,
2025-10-10 15:00:00,Contratación de Servicio de llamado para realizar procedimientos endoscópicos de urgencia en pacientes atendidos en Hospital Las Higueras,,,,,,,,,,,,
2025-10-10 15:00:00,CONTRATACIÓN DE SERVICIOS DE MANTENCIÓN PREVENTIVA Y CORRECTIVA DE PUERTAS AUTOMATICAS DEL HOSPITAL LAS HIGUERAS TALCAHUANO,,,,,,,,,,,,
2025-10-09 15:00:00,Suministro de Sistema de Desinfección de Alto Nivel,,,,,,,,,,,,
2025-10-29 15:00:00,Compra de Stent Coronarios con Droga Sirolimus,,,,,,,,,,,,
2025-10-09 15:00:00,Compra por Suministro de Insumos Clínicos para Cirugía Cardiaca,,,,,,,,,,,,
2025-10-09 15:00:00,Compra por Suministro de Instrumental Pabellones,,,,,,,,,,,,
2025-11-03 17:41:00,Suministro Prótesis Total de Cadera,,,,,,,,,,,,
2025-10-10 15:00:00,Compra de Anillos para Válvulas Cardiacas,,,,,,,,,,,,
2025-10-10 17:34:00,Compra por Suministro de Balón y Guías para Hemodinamia,,,,,,,,,,,,
2025-10-10 15:00:00,COMPRA DE CESTAS PARA LAVADO DE INSTRUMENTAL EN LAVADORAS TERMODESINFECTADORAS,,,,,,,,,,,,
2025-10-30 15:01:00,Contratación de Servicios Médicos para Realizar Intervenciones Quirúrgicas de Fracturas Traumatológicas,,,,,,,,,,,,
2025-10-13 15:01:00,Contratación de Servicios de Kinesiología para Cubrir Turnos en Unidad de Paciente Crítico Pediátrico y Neonatología del HHT,,,,,,,,,,,,
2025-10-13 15:01:00,Contratación de Servicios Para la Realización de Exámenes Cariogramas,,,,,,,,,,,,
2025-10-21 09:00:00,Contratación de servicios de arriendo de infraestructura modular para Unidad de hospitalización de cuidados intensivos de psiquiatría UHCIP Infanto adolescente del Hospital Base Valdivia,,,,,,,,,,,,
2025-10-09 09:00:00,SUMINISTRO GAS GLP Y ARRIENDO EQUIPAMIENTO HLU,,,,,,,,,,,,
2025-10-06 15:01:00,Conservación y habilitación unidad de diálisis Hospital de Corral,,,,,,,,,,,,
2025-10-06 15:05:00,Suministro Insumos curación Avanzada para HLU,,,,,,,,,,,,
2025-10-06 17:24:00,Convenio Suministro de Gases Clínicos H de Lanco,,,,,,,,,,,,
2025-10-15 11:08:00,Servicio de Control de Plagas y Sanitización,,,,,,,,,,,,
2025-10-06 15:01:00,Contratación de servicios de Mantención preventiva y correctiva a 35 camillas pertenecientes a la base SAMU y movilización del Servicio De Salud Los Ríos,,,,,,,,,,,,
2025-10-10 14:26:00,Adquisición Pasta-GEL dental para Niños,,,,,,,,,,,,
2025-10-13 15:05:00,CONVENIO DE EXÁMENES DE LABORATORIO,,,,,,,,,,,,
2025-10-17 19:00:00,CONV INSUMOS I.Q. OSTEOSINTESIS COSTAL Y ESTERNAL,,,,,,,,,,,,
2025-10-17 19:00:00,CONVENIO GUÍAS DE ANGIOPLASTIA Y COMPRESOR RADIAL,,,,,,,,,,,,
2025-10-06 19:00:00,COMPRA SERV. CIRUJANO INFANTIL PARA U. NEO,,,,,,,,,,,,
2025-10-06 19:00:00,CONVEN. SUMINIST.HORAS NO MEDICOS Y TRABAJOS APOYO,,,,,,,,,,,,
2025-10-06 19:00:00,COMPRA SERV. RONDA MEDICA ONCOLOGÍA,,,,,,,,,,,,
2025-10-09 19:00:00,COMPRA SERVICIO CONSULTAS DE OFTALMOLOGIA,,,,,,,,,,,,
2025-10-21 19:00:00,CONV SUMINISTRO INSUMOS 42025 ANGIOPLASTIA CARDIACA,,,,,,,,,,,,
2025-10-10 19:00:00,COMPRA REPUESTOS EQUIPO ECÓGRAFO EPIQ 5G Y MONITOR,,,,,,,,,,,,
2025-10-21 19:00:00,CONV. INSUMOS PARA ELECTROCARDIOGRAMA Y DEA,,,,,,,,,,,,
2025-11-03 19:00:00,CONV. DE EXTENSORES CATÉTER Y DISPOSITIVOS VASCULA,,,,,,,,,,,,
2025-10-21 19:00:00,CONV. SUMINISTRO INTRODUCTORES RADIALES Y MICROCAT,,,,,,,,,,,,
2025-10-15 19:00:00,CONVEN. MANTENIMIENTO PREVENT. Y CORRECT. LAMPARAS QUIRURGICAS,,,,,,,,,,,,
2025-10-08 19:00:00,CONV. SUM. SABANILLAS CLÍNICAS DESECHABLES II,,,,,,,,,,,,
2025-10-07 15:00:00,CS SERVICIOS DE MOVILIZACION PARA FUNCIONARIOS,,,,,,,,,,,,
2025-10-06 15:01:00,2DO. Llamado Productos Lácteos y Derivados,,,,,,,,,,,,
2025-10-16 16:00:00,REGALO NAVIDAD BIENESTAR SERVICIO DE SALUD MAULE,,,,,,,,,,,,
2025-10-10 14:00:00,Olimpiadas SSMO 2025,,,,,,,,,,,,
2025-10-09 18:19:00,ADQUISICION DE MASAJEADOR PRESOTERAPIA ,,,,,,,,,,,,
2025-10-20 15:30:00,ADQ. EQUIPOS VARIOS HOSPITAL DE CURACAUTÍN,,,,,,,,,,,,
2025-10-13 15:30:00,COMPRA MESAS QUIRÚRGICAS URO Y GINE H. VICTORIA,,,,,,,,,,,,
2025-10-08 16:00:00,ADQUISICIÓN DE CAMILLA ELÉCTRICA PARA AMBULANCIA,,,,,,,,,,,,
2025-10-08 17:00:00,ADQUISICIÓN DE INSTRUMENTAL DE OFTALMOLOGÍA PARA EL NUEVO HOSPITAL REGIONAL DE ÑUBLE,,,,,,,,,,,,
2025-10-29 17:00:00,ADQUISICIÓN DE TORRE ENDOSCOPIA PARA EL NUEVO HOSPITAL REGIONAL DE ÑUBLE,,,,,,,,,,,,
2025-10-06 15:15:00,ADQUISICION DE EQUIPOS PARA CESFAM CON SAR CHUYACA,,,,,,,,,,,,
2025-10-13 15:15:00,ADQUISICIÓN EQUIPOS Y EQUIPAMIENTO PARA HABILITACIÓN DE CECOSF EL ENCANTO,,,,,,,,,,,,
2025-10-13 15:15:00,ADQUISICIÓN EQUIPOS DE TECNOLOGÍAS DE LA INFORMACIÓN PARA CESFAM CON SAR CHUYACA,,,,,,,,,,,,
2025-10-08 15:15:00,ADQUISICIÓN DE MOBILIARIO DE FARMACIA PARA CESFAM CON SAR CHUYACA,,,,,,,,,,,,
2025-10-09 15:00:00,Ad Sets para Evaluación Psicologica COSAM Hualpén,,,,,,,,,,,,
2025-10-06 15:00:00,ADQUISICIÓN DE EQUIPAMIENTO CLÍNICO PARA DIVERSAS UNIDADES DEL HOSPITAL LAS HIGUERAS DE TALCAHUANO,,,,,,,,,,,,
2025-10-13 15:01:00,ADQUISICIÓN DE BERGERE ELÉCTRICO PARA IMPLEMENTAC,,,,,,,,,,,,
2025-10-10 17:00:00,COMPRA DE MACERADORAS DE RESIDUOS FISIOLOGICOS,,,,,,,,,,,,
2025-10-15 16:00:00,ADQUISICIÓN DE EQUIPOS MEDICOS INVERSIÓN AUTÓNOMA PARA EL HOSPITAL CARLOS VAN BUREN,,,,,,,,,,,,
2025-10-22 18:00:00,CONSERVACIÓN DE INFRAESTRUCTURA HOSPITAL VICTORIA,,,,,,,,,,,,
2025-11-03 15:01:00,Reparación Mayor Hospital San Borja,,,,,,,,,,,,
2025-11-03 16:00:00,REPOSICIÓN CON RELOCALIZACIÓN CESFAM BAEZA GOÑI COMUNA DE SAN JOAQUIN CÓDIGO BIP 30484489-0,,,,,,,,,,,,
2025-10-08 17:30:00,CENTRO COMUNITARIO DE SALUD MENTAL COSAM CORDILLERA COMUNA DE COIHUECO,,,,,,,,,,,,
2025-10-06 15:00:00,MEDICAMENTOS PARA TERAPIA INHIBIDOR DE TIROSINA QU,,,,,,,,,,,,
2025-10-06 15:00:00,MEDICAMENTOS INMUNOSUPRESORES HCM 2026-2027,,,,,,,,,,,,
2025-10-17 15:00:00,MEDICAMENTOS USO RESPIRATORIO TOPICO Y SUBCUTANEO,,,,,,,,,,,,
2025-10-17 15:00:00,MED SUPLEMENTOS VITAMINAS MINERALES ORALES Y OTROS,,,,,,,,,,,,
2025-10-16 15:00:00,MED METABOLICOS ENDOCRINOS ORALES HCM 2026-2027,,,,,,,,,,,,
2025-10-06 15:00:00,MEDICAMENTO GOSERELINA ACETATO HCM 2026-2027,,,,,,,,,,,,
2025-10-15 15:00:00,MEDICAMENTOS ANESTESICOS PABELLON PROPOFOL HCM,,,,,,,,,,,,
2025-10-27 15:00:00,MEDICAMENTOS DE USO PEDIATRICO Y OFTALMOLOGICOS,,,,,,,,,,,,
2025-10-27 15:00:00,MEDICAMENTOS MEDIOS DE CONTRASTE HCM 2026-2027,,,,,,,,,,,,
2025-11-03 15:01:00,SUEROS Y SOLUCIONES PARENTERALES HCM 2026-2027,,,,,,,,,,,,
2025-10-27 15:01:00,CONVENIO SUMINISTRO NUTRICIONES PARENTERAL PREPARADOS MAGISTRALES,,,,,,,,,,,,
2025-10-13 15:01:00,MEDICAMENTOS ESPECIALES,,,,,,,,,,,,
2025-10-06 17:00:00,Compra de bajadas de infusión con equipamiento en comodato para el hospital San José de Melipilla.,,,,,,,,,,,,
2025-11-03 17:00:00,Compra De Insumos De Osteotomía Y Osteosíntesis Para El Hospital San José De Melipilla,,,,,,,,,,,,
2025-10-06 16:00:00,CONVENIO SUMINISTRO DE LENALIDOMIDA CÁPSULA PARA EL HOSPITAL DEL SALVADOR ,,,,,,,,,,,,
2025-10-21 16:00:00,CONVENIO SUMINISTRO DE INMUNOGLOBULINA HUMANA 5 G50ML SOLUCIÓN PARA PERFUSIÓN EN CASO DE NO DESPACHO DE CENABAST PARA EL HOSPITAL DEL SALVADOR. ,,,,,,,,,,,,
2025-10-06 16:00:00,Convenio Suministro de Isavuconazol 200mg frasco ampolla para el Hospital del Salvador ,,,,,,,,,,,,
2025-10-16 16:00:00,CONVENIO SUMINISTRO DE TACROLIMUS EN CASO DE NO DESPACHO DE CENABAST PARA EL HOSPITAL DEL SALVADOR ,,,,,,,,,,,,
2025-10-06 17:00:00,CONVENIO SUMINISTRO DE TOXINA BOTULÍNICA 100 UI EN CASO DE NO DESPACHO DE CENABAST PARA EL HOSPITAL DEL SALVADOR ,,,,,,,,,,,,
2025-10-06 16:00:00,CONVENIO SUMINISTRO DE MEDICAMENTOS ORALES G-10 EN CASO DE NO DESPACHO DE CENABAST PARA EL HOSPITAL DEL SALVADOR,,,,,,,,,,,,
2025-10-06 16:00:00,CONVENIO SUMINISTRO DE LACOSAMIDA COMPRIMIDO EN CASO DE NO DESPACHO DE CENABAST PARA EL HOSPITAL DEL SALVADOR.,,,,,,,,,,,,
2025-10-06 16:00:00,CONVENIO SUMINISTRO DE USTEKINUMAB PARA EL HOSPITAL DEL SALVADOR.,,,,,,,,,,,,
2025-10-06 17:00:00,Convenio Suministro de Nutriciones parenterales 3 en 1 G-1 para el Hospital del Salvador ,,,,,,,,,,,,
2025-10-13 16:00:00,CONVENIO SUMINISTRO DE CALCITRIOL 1 MCG SOLUCIÓN INYECTABLE EN CASO DE NO DESPACHO DE CENABAST PARA EL HOSPITAL DEL SALVADOR,,,,,,,,,,,,
